Category,Date,Review Text,Score,Year,New Score
Malta,2022-07-01,Very efficient and cheap,5.0,2022,2
Malta,2022-07-01,Tallinja - an adventure,5.0,2022,2
Malta,2022-07-01,Dont do this to yourself,1.0,2022,1
Malta,2022-07-01,Where is the bus?,1.0,2022,2
Malta,2022-06-01,"Reliable, cheap, and user friendly",5.0,2022,2
Malta,2022-06-01,....for two euros...,3.0,2022,2
Malta,2022-06-01,Terrible,1.0,2022,0
Malta,2022-06-01,Very BAD BUS SERVICE,1.0,2022,0
Malta,2022-06-01,Disappointed,1.0,2022,0
Malta,2022-05-01,Easy to use,5.0,2022,2
Malta,2022-06-01,Far nicer countries to visit. Greedy Maltese have no consideration for their main economy.,1.0,2022,0
Malta,2022-05-01,Same problems as home,3.0,2022,1
Malta,2022-05-01,Better than the UK,5.0,2022,2
Malta,2022-05-01,dissapointed,1.0,2022,0
Malta,2022-04-01,Public transportation & Tallinja app,1.0,2022,2
Malta,2022-04-01,The safest way to get around the islands,5.0,2022,2
Malta,2022-04-01,Getting around Malta and Gozo,5.0,2022,2
Malta,2022-04-01,Chaotic,1.0,2022,0
Malta,2022-03-01,busy buses,5.0,2022,2
Malta,2022-03-01,Great way to get around |Malta to see the sights.,5.0,2022,2
Malta,2022-03-01,Bus Station Toilets,3.0,2022,0
Malta,2021-11-01,Usually not on-time but very convenient for visitors,3.0,2021,2
Malta,2021-11-01,Great bus service for the whole island,5.0,2021,2
Malta,2021-10-01,Buses not maintained properly,1.0,2021,0
Malta,2021-10-01,By a 7 Day pass,5.0,2021,2
Malta,2021-09-01,Best transport system ever!!,5.0,2021,2
Malta,2021-09-01,Good bus service & app,5.0,2021,2
Malta,2021-10-01,"Doesn’t work, simple as that.",1.0,2021,2
Malta,2021-10-01,Avoid,1.0,2021,0
Malta,2021-09-01,Good Service Backed by a Good App,5.0,2021,2
Malta,2021-10-01,Bad,1.0,2021,0
Malta,2021-09-01,Check the website regarding cash payments,1.0,2021,0
Malta,2021-09-01,The best way to travel,5.0,2021,2
Malta,2021-09-01,Idiotic system - designed to scam you out of money,1.0,2021,0
Malta,2021-09-01,It's not reliable,1.0,2021,2
Malta,2021-09-01,great,5.0,2021,2
Malta,2021-08-01,Enjoy your trips.,3.0,2021,2
Malta,2021-08-01,"Very good service, no need for private taxis",5.0,2021,2
Malta,2021-08-01,Awful service. VERY unfortunate.,1.0,2021,0
Malta,2021-08-01,"Didn`t think it`s that bad, but it is!",1.0,2021,0
Malta,2021-08-01,Worst transport service ever,1.0,2021,0
Malta,2021-08-01,Malta touring,5.0,2021,2
Malta,2021-08-01,"Buses late, contactless readers frequently don't work, mask wearing is very poor.",1.0,2021,0
Malta,2021-08-01,Irregular and rude - sadly not great,1.0,2021,1
Malta,2021-07-01,Always late,1.0,2021,0
Malta,2021-06-01,Great transportation in Malta,5.0,2021,2
Malta,2021-06-01,Buses cheap and frequent,5.0,2021,2
Malta,2021-06-01,The best way to travel around Malta,5.0,2021,2
Malta,2021-06-01,Nightmare,1.0,2021,0
Malta,2021-05-01,ZERO reliability,1.0,2021,2
Malta,2021-06-01,Ugh terrible!,1.0,2021,0
Malta,2021-05-01,Disaster company,1.0,2021,0
Malta,2021-05-01,Horrible service.,1.0,2021,0
Malta,2021-05-01,Terrible service,1.0,2021,0
Malta,2021-03-01,Terrible,1.0,2021,0
Malta,2020-12-01,Not the best,5.0,2020,2
Malta,2020-09-01,Efficient way to travel around,5.0,2020,2
Malta,2020-10-01,"Reliable, clean, comfortable buses!",5.0,2020,2
Malta,2020-09-01,Tallinja and Malta Transport,3.0,2020,2
Malta,2020-08-01,"Good network, awful drivers with no education",1.0,2020,0
Malta,2020-08-01,Reliable and Regular,5.0,2020,2
Malta,2020-07-01,Easy between Valetta and St Julians,5.0,2020,2
Malta,2020-07-01,Great bus service,5.0,2020,2
Malta,2020-07-01,Really bad service,1.0,2020,0
Malta,2020-01-01,Good service,5.0,2020,2
Malta,2020-07-01,Above and beyond! The drivers are fantastic!,5.0,2020,2
Malta,2020-05-01,Amazing bus driver,5.0,2020,2
Malta,2020-03-01,Amazing value,5.0,2020,2
Malta,2019-06-01,Travel,5.0,2019,2
Malta,2020-03-01,Malta buses,5.0,2020,2
Malta,2020-03-01,The worst public transportation system I have ever experienced!,1.0,2020,0
Malta,2020-03-01,Great bus service,5.0,2020,2
Malta,2020-03-01,Good value,5.0,2020,2
Malta,2020-03-01,Very Efficient and Cheap,5.0,2020,2
Malta,2020-02-01,Easy,5.0,2020,2
Malta,2020-02-01,You can go everywhere...,5.0,2020,2
Malta,2020-02-01,Fraud,1.0,2020,0
Malta,2020-02-01,7 day unlimited travel,5.0,2020,2
Malta,2020-02-01,Don't use if solo - drivers don't stop at bus stops at night.,1.0,2020,0
Malta,2020-02-01,Fabulous service credit to the country,5.0,2020,2
Malta,2020-02-01,The only way to travel,5.0,2020,2
Malta,2020-02-01,Good way to travel,5.0,2020,2
Malta,2020-02-01,Explore Card- cheap and pretty good option,5.0,2020,2
Malta,2020-02-01,Best ever,5.0,2020,2
Malta,2020-02-01,Good bus ride,5.0,2020,2
Malta,2020-02-01,Use them but plan!!!,5.0,2020,2
Malta,2020-01-01,Lots of buses,5.0,2020,2
Malta,2020-02-01,Excellent service to all parts of the island,5.0,2020,2
Malta,2020-02-01,Hit and miss - be patient!,3.0,2020,0
Malta,2020-01-01,Very modern,5.0,2020,2
Malta,2020-02-01,Terrible service,1.0,2020,0
Malta,2020-01-01,Very good service,5.0,2020,2
Malta,2019-12-01,Solid,5.0,2019,2
Malta,2020-02-01,A mixed bag,3.0,2020,1
Malta,2020-01-01,Great Value,5.0,2020,2
Malta,2019-09-01,Excellent 😁,5.0,2019,2
Malta,2020-02-01,can't praise enough,5.0,2020,2
Malta,2020-01-01,Great Way to Travel,5.0,2020,2
Malta,2019-10-01,Great way to get around the Island.,5.0,2019,2
Malta,2020-01-01,Wonderful!,5.0,2020,2
Malta,2020-01-01,"Very easy, no need for a car",5.0,2020,2
Malta,2020-01-01,Buses,5.0,2020,2
Malta,2020-01-01,Don’t hire a 🚗!,5.0,2020,2
Malta,2020-01-01,"Good service, bad traffic.",5.0,2020,2
Malta,2020-01-01,Our Two 7 day Explore cards only cost the equivalent to a return taxi trip to the Airport !,5.0,2020,2
Malta,2020-01-01,Cheap transport,5.0,2020,2
Malta,2020-01-01,Public buses,5.0,2020,2
Malta,2020-01-01,Failure Cascade,1.0,2020,0
Malta,2020-01-01,Bargain!,5.0,2020,2
Malta,2019-12-01,Great service,5.0,2019,2
Malta,2019-12-01,"Brilliant timely service, however very busy",5.0,2019,2
Malta,2019-12-01,Brilliant,5.0,2019,2
Malta,2019-12-01,Never even made it on the bus,1.0,2019,0
Malta,2019-12-01,Tallinja car ExplorePlus is worth!,5.0,2019,2
Malta,2019-12-01,Mellieha to Valletta 41/42,5.0,2019,2
Malta,2019-12-01,Well it is sort of public transport for the peasants.,1.0,2019,2
Malta,2019-12-01,Bus,1.0,2019,2
Malta,2019-11-01,"Push, Push, On the Bus and Around Malta",3.0,2019,2
Malta,2019-12-01,Top service,5.0,2019,2
Malta,2019-12-01,"Efficient, and regular service that's cost effective",5.0,2019,2
Malta,2019-07-01,No air Conditioning and cramped,3.0,2019,2
Malta,2019-12-01,excellent Public Transport,5.0,2019,2
Malta,2019-12-01,Getting around malta,5.0,2019,2
Malta,2019-10-01,Not worthy of a European Country,1.0,2019,0
Malta,2019-12-01,Direct Busses,5.0,2019,2
Malta,2019-12-01,Very reliable,5.0,2019,2
Malta,2019-12-01,Cheap and cheerful,5.0,2019,2
Malta,2019-12-01,Easy to get around,5.0,2019,2
Malta,2019-11-01,Very good bus services,5.0,2019,2
Malta,2019-11-01,Good Island service,5.0,2019,2
Malta,2019-11-01,"Good way to get round Malta and cheap, but...",5.0,2019,2
Malta,2019-11-01,And did it rain!,5.0,2019,2
Malta,2019-11-01,All you need is the pass!,5.0,2019,2
Malta,2019-11-01,Non existing in summer.,1.0,2019,0
Malta,2019-11-01,Local buses great,5.0,2019,2
Malta,2019-11-01,We got to everywhere we wanted on the island and back again for dinner,5.0,2019,2
Malta,2019-11-01,Overcrowding,3.0,2019,0
Malta,2019-11-01,Extremely unreliable,1.0,2019,0
Malta,2019-11-01,Not sure,5.0,2019,2
Malta,2019-11-01,Buses are frequent and cheap,5.0,2019,2
Malta,2019-10-01,A convenient and economical way to explore,5.0,2019,2
Malta,2019-11-01,"Very convenient, cheap and great way to explore Malta",5.0,2019,2
Malta,2019-11-01,Efficient and Frequent Service,5.0,2019,2
Malta,2019-10-01,Very impressive,5.0,2019,2
Malta,2019-11-01,Completely unacceptable.,1.0,2019,0
Malta,2019-11-01,Local Buses,5.0,2019,2
Malta,2019-10-01,Good transport,5.0,2019,2
Malta,2019-11-01,No Change Here Them,1.0,2019,0
Malta,2019-09-01,some drivers are unfrendly + scamming issue,1.0,2019,0
Malta,2019-10-01,Usually very late but cheap €1.50 typically,5.0,2019,2
Malta,2019-10-01,You might crash,1.0,2019,0
Malta,2019-09-01,"Great prices, service sometimes disappointing",3.0,2019,2
Malta,2019-10-01,Cheap and easy to use,5.0,2019,2
Malta,2019-10-01,Most modern bus fleet in Europe.,5.0,2019,2
Malta,2019-10-01,Too much traffic but the best way to travel,5.0,2019,2
Malta,2019-10-01,Cheap and very convenient. Sometimes crowded,5.0,2019,2
Malta,2019-10-01,A good way to visit Malta,5.0,2019,2
Malta,2019-10-01,Cheap and frequent,5.0,2019,2
Malta,2019-10-01,"Okay, but could be better",3.0,2019,1
Malta,2019-10-01,Interesting Journey,5.0,2019,2
Malta,2019-10-01,Great,5.0,2019,2
Malta,2019-10-01,Great way to get around,5.0,2019,2
Malta,2019-09-01,Don’t hesitate to use this,5.0,2019,2
Malta,2019-10-01,Be prepared,3.0,2019,2
Malta,2019-10-01,Transport by Public Buses,1.0,2019,2
Malta,2019-10-01,easy to use service,5.0,2019,2
Malta,2019-10-01,Buses,1.0,2019,2
Malta,2019-10-01,Excellent,5.0,2019,2
Malta,2019-10-01,Buses,3.0,2019,2
Malta,2019-09-01,Good way to get around,5.0,2019,2
Malta,2019-10-01,Buses go everywhere but timetable a laugh,5.0,2019,2
Malta,2019-09-01,Anniversary celebrations,5.0,2019,0
Malta,2019-10-01,Good public transport system,3.0,2019,2
Malta,2019-09-01,Frequent bus service,3.0,2019,2
Malta,2019-10-01,Nice Public Transportation,5.0,2019,2
Malta,2019-10-01,Great wheelchair access,5.0,2019,2
Malta,2019-10-01,Buses,5.0,2019,2
Malta,2018-11-01,Great service,5.0,2018,2
Malta,2019-10-01,Malta public transport,5.0,2019,2
Malta,2019-10-01,Cracking service,5.0,2019,2
Malta,2019-09-01,Fantastic service,5.0,2019,2
Malta,2019-09-01,Good cheap way to get around,3.0,2019,2
Malta,2019-09-01,Not perfect but we got there......eventually.,5.0,2019,2
Malta,2019-09-01,Good value and easy to use,5.0,2019,2
Malta,2019-10-01,Great pass,5.0,2019,2
Malta,2019-10-01,Good Way to Get Around,5.0,2019,2
Malta,2019-10-01,Great way to see and feel Malta,5.0,2019,2
Malta,2019-10-01,Fabulous,5.0,2019,2
Malta,2019-09-01,Reliable and convenient...,5.0,2019,2
Malta,2019-09-01,Good transport system,5.0,2019,2
Malta,2019-09-01,"Very good, well used, bus system",5.0,2019,2
Malta,2019-09-01,Maltas public transport,5.0,2019,2
Malta,2019-09-01,great heart of transport in malta,5.0,2019,2
Malta,2019-09-01,remember its public transport in a hot country,5.0,2019,0
Malta,2019-09-01,Be Adventurous - Use the Excellent Public Transport!,5.0,2019,2
Malta,2019-09-01,You can go everywhere,5.0,2019,2
Malta,2019-09-01,Cheap and effective but can be crowded,5.0,2019,2
Malta,2019-09-01,Woww what a great bus service,5.0,2019,2
Malta,2019-09-01,Best way to travel,5.0,2019,2
Malta,2019-09-01,Can’t fault it,5.0,2019,2
Malta,2019-09-01,Best way to see the island,5.0,2019,2
Malta,2019-09-01,Good public transport for all over the Island,5.0,2019,2
Malta,2019-08-01,Okay,5.0,2019,2
Malta,2019-09-01,ease of use,5.0,2019,2
Malta,2019-08-01,Very easy to use,5.0,2019,2
Malta,2019-09-01,Preferred old buses but cheap and plentiful,5.0,2019,2
Malta,2019-09-01,"Excellent, frequent and cheap.",5.0,2019,2
Malta,2019-09-01,Excellent Bus Service,5.0,2019,2
Malta,2019-09-01,So easy to use,5.0,2019,2
Malta,2019-09-01,Dissapointed,1.0,2019,0
Malta,2019-09-01,"Good value, haphazard reliability",1.0,2019,2
Malta,2019-09-01,Pretty efficient!,5.0,2019,2
Malta,2019-09-01,Incredibly good value,5.0,2019,2
Malta,2019-09-01,Reliable and easy to uae,5.0,2019,2
Malta,2019-09-01,Affordable and comfortable,3.0,2019,2
Malta,2019-08-01,A great place,3.0,2019,2
Malta,2019-08-01,Inexpensive way around Malta,5.0,2019,2
Malta,2019-08-01,easy to use,5.0,2019,2
Malta,2019-04-01,Nightmarish!,1.0,2019,0
Malta,2019-08-01,"Very good, and cheap",5.0,2019,2
Malta,2019-03-01,Good value for money but punctuality leaves a lot to be desired.,5.0,2019,2
Malta,2019-08-01,Malta bus system,5.0,2019,2
Malta,2019-08-01,Much better than expected,5.0,2019,1
Malta,2019-08-01,Was stolen from my a bus driver,1.0,2019,0
Malta,2019-08-01,8 days in Malta,3.0,2019,2
Malta,2019-08-01,Good Value for money but can be difficult to get sometimes,5.0,2019,2
Malta,2019-08-01,very fine,5.0,2019,0
Malta,2019-08-01,Good but communication system is failed and old fashioned,3.0,2019,1
Malta,2019-08-01,Mediocre cheap services,3.0,2019,2
Malta,2019-08-01,Really useful,5.0,2019,2
Malta,2019-08-01,Not very reliable,1.0,2019,2
Malta,2019-08-01,Getting around,5.0,2019,2
Malta,2018-09-01,"Easy, value for money transport.",5.0,2018,2
Malta,2019-08-01,Excellent service,5.0,2019,2
Malta,2019-08-01,"Reliable, affordable service",5.0,2019,2
Malta,2019-07-01,Low cost travel around Malta,5.0,2019,2
Malta,2019-07-01,Horrifying experience,1.0,2019,0
Malta,2019-07-01,Good convenient transport,5.0,2019,2
Malta,2019-06-01,Good if you have no other alternative but too overcrowded,1.0,2019,2
Malta,2019-07-01,Locations to purchase bus passes out of date,3.0,2019,2
Malta,2019-04-01,Buses!,5.0,2019,2
Malta,2019-07-01,Great value for money.,5.0,2019,2
Malta,2019-07-01,Travel system to the airport unsuitable,1.0,2019,2
Malta,2019-07-01,Easy to use,5.0,2019,2
Malta,2019-06-01,Great Bus System,5.0,2019,2
Malta,2019-07-01,Using Tallinja Card,5.0,2019,2
Malta,2019-07-01,"Plenty of routes and frequent buses, reasonably priced",5.0,2019,2
Malta,2019-06-01,Easy way to Travel,5.0,2019,2
Malta,2019-06-01,Great Value,5.0,2019,2
Malta,2019-06-01,Getting around,5.0,2019,2
Malta,2019-06-01,Convenient but not in the rush hours,5.0,2019,2
Malta,2019-06-01,"Mostly handy, but sometimes does not run often enough.",5.0,2019,2
Malta,2019-06-01,Great way to get around,5.0,2019,2
Malta,2019-06-01,Frequent & cheap but sometimes over crowded,5.0,2019,2
Malta,2019-06-01,Tourist Tallinja card,3.0,2019,2
Malta,2019-06-01,Great way to get around the Island,5.0,2019,2
Malta,2019-06-01,Make sure you buy a pass,5.0,2019,2
Malta,2019-06-01,Rent a car,1.0,2019,0
Malta,2019-05-01,In the country with the highest population density ...,1.0,2019,0
Malta,2019-06-01,"Saving grace is that it's cheap, only €2 per journey.",3.0,2019,1
Malta,2019-06-01,Super service,5.0,2019,2
Malta,2019-06-01,"If you need to go somewhere with a bus, GOOD LUCK! (Take your day)",1.0,2019,2
Malta,2019-06-01,An adventure,5.0,2019,2
Malta,2019-06-01,WORST BUS SERVICE EVER,1.0,2019,0
Malta,2019-06-01,Cheap and frequent.,5.0,2019,2
Malta,2019-03-01,dont inform you about bus pass,3.0,2019,2
Malta,2019-04-01,Excellent,5.0,2019,2
Malta,2019-06-01,Cheap travel!,5.0,2019,2
Malta,2019-06-01,Best value public transport ever,5.0,2019,2
Malta,2019-06-01,Not worth the money,1.0,2019,2
Malta,2019-05-01,Safe and sound!,5.0,2019,2
Malta,2019-06-01,The way to Travel,5.0,2019,2
Malta,2019-06-01,Relatively easy to use,5.0,2019,2
Malta,2019-05-01,Good,5.0,2019,2
Malta,2019-05-01,great way to travel,5.0,2019,2
Malta,2019-05-01,Very accessible,5.0,2019,2
Malta,2019-05-01,Weird To Review,5.0,2019,2
Malta,2019-05-01,Good value,5.0,2019,2
Malta,2019-05-01,Very rude driver,3.0,2019,0
Malta,2018-10-01,Dishonest scam,1.0,2018,0
Malta,2019-05-01,Best value public transport I’ve found!,5.0,2019,2
Malta,2019-05-01,Crowded often but a great and cheap service,5.0,2019,2
Malta,2019-05-01,"Forget hop on hop off, buy tallinja card",5.0,2019,2
Malta,2019-05-01,Found the app to be frustrating,3.0,2019,1
Malta,2019-05-01,Horrible trip,1.0,2019,0
Malta,2019-04-01,Poor Service Level and No Feedback after Filing a Complaint,1.0,2019,0
Malta,2019-05-01,Bus trips,1.0,2019,2
Malta,2019-05-01,Really good way to travel the Island,5.0,2019,2
Malta,2019-05-01,Maltas transportation,1.0,2019,2
Malta,2019-05-01,Worthless,1.0,2019,0
Malta,2018-06-01,Worst public transport in Europe,1.0,2018,0
Malta,2019-04-01,Worse than 30 years ago,1.0,2019,0
Malta,2019-05-01,It's awful transport system I've ever met,1.0,2019,0
Malta,2019-05-01,Buy a bus travel card,5.0,2019,2
Malta,2019-03-01,Bus times unpredictable,3.0,2019,2
Malta,2019-04-01,An efficient means of transport all over Malta,5.0,2019,2
Malta,2019-04-01,just ok,3.0,2019,1
Malta,2019-04-01,The only way to travel,5.0,2019,2
Malta,2019-04-01,Buses on time. Passengers don’t queue!!,5.0,2019,2
Malta,2019-04-01,Good value if you use for a week,5.0,2019,2
Malta,2019-04-01,Only wat to travel around Valletta,5.0,2019,2
Malta,2019-04-01,excellent value,5.0,2019,2
Malta,2019-04-01,Terrible...but what choice does a tourist have?!,1.0,2019,0
Malta,2019-04-01,Great card but tallinja app is lacking,5.0,2019,2
Malta,2019-04-01,Great transport system in Malta.,5.0,2019,2
Malta,2019-03-01,Great company,5.0,2019,2
Malta,2019-04-01,A good way to get around,5.0,2019,2
Malta,2019-04-01,Very efficient when you know the number,5.0,2019,2
Malta,2019-02-01,Buses around Malta,5.0,2019,2
Malta,2019-04-01,Great way to Explore,5.0,2019,2
Malta,2019-03-01,cheap- but not efficient,3.0,2019,2
Malta,2019-04-01,DON’T USE THE BUSES,1.0,2019,2
Malta,2019-04-01,malta buses,5.0,2019,2
Malta,2019-04-01,Very good bits but also very bad bits,5.0,2019,2
Malta,2019-03-01,Great Way to get around,5.0,2019,2
Malta,2019-04-01,Not at all good!!,1.0,2019,2
Malta,2019-04-01,Impossible to rate,1.0,2019,0
Malta,2019-04-01,No problem,5.0,2019,2
Malta,2019-03-01,Convenient but can be erratic,3.0,2019,2
Malta,2019-03-01,....convenient and great value....,5.0,2019,2
Malta,2019-03-01,Cheap travel,5.0,2019,2
Malta,2019-03-01,Excellent value,5.0,2019,2
Malta,2019-03-01,The Malta Public Transport system is amazing. Don't be afraid it's an island.,5.0,2019,2
Malta,2019-03-01,Buses so cheap and reliable,5.0,2019,2
Malta,2019-03-01,Cheap but busy,5.0,2019,2
Malta,2019-03-01,Erratic times and can be very busy,3.0,2019,1
Malta,2019-02-01,Best way to get around!,5.0,2019,2
Malta,2019-03-01,Very cheap ticket from airport to my hotel.,5.0,2019,2
Malta,2019-03-01,Good buses,3.0,2019,2
Malta,2019-03-01,Overcrowding,3.0,2019,0
Malta,2019-03-01,Friendliest bus drivers/best touring option,5.0,2019,2
Malta,2019-03-01,Excellent public transport system,5.0,2019,2
Malta,2019-03-01,Good service and cheap,5.0,2019,2
Malta,2019-03-01,Very nice service and Quick!,5.0,2019,2
Malta,2019-03-01,One week of buses,5.0,2019,2
Malta,2019-03-01,The TD13,3.0,2019,2
Malta,2019-03-01,Great but busy bus service,5.0,2019,2
Malta,2019-03-01,Bussea,5.0,2019,2
Malta,2018-12-01,Bus,5.0,2018,2
Malta,2019-03-01,Interesting Experience.,1.0,2019,2
Malta,2019-02-01,Easy to get around.,5.0,2019,2
Malta,2018-09-01,Great Way To See Malta,5.0,2018,2
Malta,2019-02-01,Easy way to see the island,5.0,2019,2
Malta,2019-02-01,Incredible! The service continued during the storm,5.0,2019,2
Malta,2019-03-01,Buses are affordable & a great way to see Malta,5.0,2019,2
Malta,2019-01-01,Efficient and inexpensive buses; tourists be aware of the schedule,5.0,2019,2
Malta,2019-02-01,Excellent cslue,5.0,2019,2
Malta,2019-02-01,Very nice,5.0,2019,2
Malta,2019-02-01,Right off of a day due to terrible bus services,1.0,2019,0
Malta,2019-02-01,See Malta by bus!,5.0,2019,2
Malta,2019-02-01,Value for money,5.0,2019,2
Malta,2019-02-01,Great service and value for money.,5.0,2019,2
Malta,2019-02-01,New to Malta- Getting a tax or walking from now on!,1.0,2019,2
Malta,2019-02-01,Malta has always had good public transport,5.0,2019,2
Malta,2019-02-01,Great low cost transport,5.0,2019,2
Malta,2019-02-01,Excellent service,5.0,2019,2
Malta,2018-10-01,Best way to travel in Malta,5.0,2018,2
Malta,2019-01-01,Great value however safety a concern,1.0,2019,2
Malta,2019-02-01,We love the public transport,5.0,2019,2
Malta,2019-01-01,easy,5.0,2019,2
Malta,2019-01-01,Fantastic service,5.0,2019,2
Malta,2019-02-01,A great way to get around,5.0,2019,2
Malta,2019-01-01,Great value,5.0,2019,2
Malta,2019-01-01,A surprise,5.0,2019,2
Malta,2019-01-01,Very easy,5.0,2019,2
Malta,2019-01-01,Terrible,1.0,2019,0
Malta,2019-01-01,Wow! So impressive,5.0,2019,2
Malta,2018-12-01,What a nightmare,1.0,2018,0
Malta,2019-01-01,much better than renting a car,5.0,2019,0
Malta,2018-11-01,Explorer Bus Card Malta,5.0,2018,2
Malta,2019-01-01,Travel,5.0,2019,2
Malta,2018-08-01,A really great way to see the island,5.0,2018,2
Malta,2018-12-01,best in town,5.0,2018,2
Malta,2019-01-01,Good way to go around Malta plus affordable,5.0,2019,2
Malta,2019-01-01,Very impressed,5.0,2019,2
Malta,2018-12-01,Get a pass.,5.0,2018,2
Malta,2018-12-01,Well worth the money.,5.0,2018,2
Malta,2018-12-01,An adventure!,5.0,2018,2
Malta,2018-12-01,"Excellent value, with online support, very easy to use",5.0,2018,2
Malta,2018-12-01,Travelling around the Island by Local Bus.,5.0,2018,2
Malta,2018-12-01,Cannot Fault the Bus Service (Well one small criticism),5.0,2018,2
Malta,2018-08-01,Risky Business,1.0,2018,2
Malta,2018-12-01,Could Not Believe The Prices,5.0,2018,2
Malta,2018-12-01,Great way to get around,5.0,2018,2
Malta,2018-12-01,Great way to Explore,5.0,2018,2
Malta,2018-12-01,Very efficient,5.0,2018,2
Malta,2018-11-01,Explore Malta & Gozo by bus,5.0,2018,2
Malta,2018-11-01,Great way to get around.,5.0,2018,2
Malta,2018-11-01,Amazing bus servi e,5.0,2018,2
Malta,2018-11-01,Great option to explore Malta,5.0,2018,2
Malta,2018-08-01,Not as comprehensive a network as the old yellow buses,5.0,2018,2
Malta,2018-11-01,Excellent bus service,5.0,2018,2
Malta,2018-08-01,Patience is a virtue,3.0,2018,1
Malta,2018-11-01,Great value travel,5.0,2018,2
Malta,2018-11-01,Great Value,5.0,2018,2
Malta,2018-11-01,Useful,5.0,2018,2
Malta,2018-11-01,Good but busy,3.0,2018,2
Malta,2018-11-01,Excellent bus service.,5.0,2018,2
Malta,2018-11-01,The weekly pass,5.0,2018,2
Malta,2018-11-01,Easy and good,5.0,2018,2
Malta,2018-11-01,Malta is much much bigger than I thought but the mobile app never worked,3.0,2018,1
Malta,2018-11-01,Excellent transport system,5.0,2018,2
Malta,2018-11-01,Very convenient and efficient,5.0,2018,2
Malta,2018-11-01,Cheap travel generally - Airport too,5.0,2018,2
Malta,2018-11-01,Good but always very busy.......,5.0,2018,2
Malta,2018-09-01,Bus Card,5.0,2018,2
Malta,2018-10-01,Excellent deal on the buses,5.0,2018,2
Malta,2018-11-01,Great Bus service,5.0,2018,2
Malta,2018-10-01,Good prices,5.0,2018,2
Malta,2018-11-01,Horrible Experience,1.0,2018,0
Malta,2018-10-01,So efficient.,5.0,2018,2
Malta,2018-10-01,Clean and comfortable but can get really full,5.0,2018,2
Malta,2018-10-01,Excellent way to get around Malta and Gozo,5.0,2018,2
Malta,2018-10-01,Great Way to get around,5.0,2018,2
Malta,2018-10-01,Excellent value for money.,5.0,2018,2
Malta,2018-10-01,"Cheap, easy",5.0,2018,2
Malta,2018-10-01,A must for visitors,5.0,2018,2
Malta,2018-10-01,Malta Public Transport easy to use,5.0,2018,2
Malta,2018-10-01,AVOID!,1.0,2018,0
Malta,2018-10-01,Avoid at all costs bring extra money for a taxi !!!,1.0,2018,0
Malta,2018-10-01,Dreadful bus journey - be warned,1.0,2018,0
Malta,2018-10-01,A comprehensive and inexpensive travel resource,5.0,2018,2
Malta,2018-10-01,Terrible experience! Warning,1.0,2018,0
Malta,2018-10-01,Not impressed,5.0,2018,2
Malta,2018-10-01,Local transport,5.0,2018,2
Malta,2018-10-01,Buy a card for 12 times,5.0,2018,2
Malta,2018-10-01,An expetience to behold,5.0,2018,0
Malta,2018-10-01,Still needs another major overhaul,1.0,2018,1
Malta,2018-10-01,Bring more busses to popular routes,3.0,2018,0
Malta,2018-10-01,The Road to Nowhere,5.0,2018,1
Malta,2018-10-01,Need more buses,1.0,2018,2
Malta,2018-09-01,Good value but can be full,5.0,2018,2
Malta,2018-10-01,An excellent public bus system,5.0,2018,2
Malta,2018-10-01,Bus to Mdina,5.0,2018,2
Malta,2018-10-01,Dependable and reliable,5.0,2018,2
Malta,2018-10-01,Driver demanding extra fare,1.0,2018,0
Malta,2018-09-01,Good value but can get crowded,5.0,2018,2
Malta,2018-09-01,"Use travel card, everybody does.",3.0,2018,2
Malta,2018-09-01,Fantastic value and service,5.0,2018,2
Malta,2018-10-01,Weekly ticket is well worth for convenience,5.0,2018,2
Malta,2018-09-01,"Good, cheap way to get around.",5.0,2018,2
Malta,2018-09-01,This is a must,5.0,2018,2
Malta,2018-10-01,Great way to get around and see Malta,5.0,2018,2
Malta,2018-10-01,A bad joke.,1.0,2018,0
Malta,2018-09-01,Efficient and comfortable service,5.0,2018,2
Malta,2018-10-01,Easy to get around,5.0,2018,2
Malta,2018-09-01,Really convenient,5.0,2018,2
Malta,2018-09-01,I cannot rate highly enough,5.0,2018,2
Malta,2018-09-01,Check the number of trips on the cards you buy,1.0,2018,0
Malta,2018-09-01,Great value but often overcrowded,5.0,2018,2
Malta,2018-09-01,"Service wery good, but buses are too dirty!",5.0,2018,1
Malta,2018-09-01,"Very good service, reliable, quick and good value.",5.0,2018,2
Malta,2018-09-01,Please attention!!!!!,1.0,2018,0
Malta,2018-09-01,"Good value, reliable service",5.0,2018,2
Malta,2018-09-01,The workhorse of Malta,5.0,2018,2
Malta,2018-09-01,Only way to travel,5.0,2018,2
Malta,2018-09-01,getting about,5.0,2018,2
Malta,2018-09-01,Very efficient,5.0,2018,2
Malta,2018-09-01,Transport,5.0,2018,2
Malta,2018-09-01,Buses are great,5.0,2018,2
Malta,2018-09-01,Cheap and efficient,5.0,2018,2
Malta,2018-09-01,Terrific service but make sure you’ve got always loose change,5.0,2018,0
Malta,2018-09-01,Value for money on 7 day visit,5.0,2018,2
Malta,2018-09-01,Malta bus,5.0,2018,2
Malta,2018-09-01,Best way to travel in Malta,5.0,2018,2
Malta,2018-09-01,Plenty of buses,5.0,2018,2
Malta,2018-09-01,Awful company to travel and deal with...,1.0,2018,0
Malta,2018-08-01,Open top hop double decker buses.,5.0,2018,2
