Reviewer,Contributions,Score,Review Text,Date
DENNIS S,DENNIS S,5.0,Buy a weekly ticket,2017-09-01
margery H,margery H,5.0,Reliable and safe,2017-09-01
GrecianHighworthUK,GrecianHighworthUK,5.0,Great value,2017-09-01
electrickev,electrickev,3.0,Things don't change,2017-09-01
Robin N,Robin N,5.0,Very good,2017-09-01
Sharon G,Sharon G,4.0,Very good network which takes you to most places,2017-09-01
Kate J,Kate J,5.0,Efficient transport,2017-09-01
Laurens B,Laurens B,3.0,Cheap and efficient but not always reliable,2017-09-01
Thomas Carey,Thomas Carey,3.0,easy to use,2017-09-01
gianzo7,gianzo7,2.0,Crowded and never on time,2017-09-01
dmaccallum63,dmaccallum63,5.0,"Excellent, clean and efficient",2017-09-01
Default_89461258,Default_89461258,5.0,Cheap safe efficient,2017-09-01
Helen C,Helen C,4.0,Easy to use and places well served by buses,2017-09-01
Keith_and_Sandy_Jone,Keith_and_Sandy_Jone,4.0,Excellent way to explore the islands of Malta and Gozo,2017-09-01
pattiann139,pattiann139,5.0,Excellent Value,2017-09-01
Naksen,Naksen,5.0,Bravo!,2017-09-01
Rimantė B,Rimantė B,3.0,Buses often do not come in time especially at smaller stops.,2017-08-01
Francesca S,Francesca S,5.0,Best local transport - EVER!,2017-09-01
CAH1951,CAH1951,5.0,Great value transport service,2017-09-01
S K B,S K B,5.0,Good value,2017-09-01
EricF7,EricF7,5.0,Reliable public transport,2017-09-01
suejohnandtom,suejohnandtom,5.0,Fab public transport system,2017-08-01
DP,DP,1.0,"Not on time, rude drivers, buses too full",2017-09-01
travel_cy,travel_cy,3.0,"Good buses, bad hours (hints & tips)",2017-08-01
Vika W,Vika W,1.0,Beware of pick pockets!,2017-09-01
Elizabeth C,Elizabeth C,5.0,"Don't bother taking a taxi any where, or a hop on hop off bus.",2017-09-01
Elisaciao,Elisaciao,1.0,Be aware!,2017-08-01
Stanner57,Stanner57,5.0,Smart taxis are fun and convenient,2017-08-01
KDH1976,KDH1976,5.0,Really worth it.,2017-08-01
KAG870,KAG870,5.0,Best way to get around the country by far!!!!,2017-05-01
SaintThread,SaintThread,1.0,Bad service,2017-08-01
Anna S,Anna S,4.0,Frequent and good value,2017-07-01
otcteam,otcteam,2.0,You have to be patient,2017-08-01
tattiesoup,tattiesoup,5.0,worth it,2017-07-01
Tiziana T,Tiziana T,1.0,Worst public transport ever,2017-08-01
Adam S,Adam S,5.0,Well organised public transport,2017-07-01
Simone H,Simone H,3.0,Explore Plus card 30euros NOT worth it,2017-07-01
dinnerdinnerBATMAN,dinnerdinnerBATMAN,5.0,All roads lead to Rome!,2016-09-01
Tony W,Tony W,5.0,Tour the island for next to nothing.,2017-08-01
201212201212,201212201212,2.0,The buses are too small,2017-07-01
RJM432,RJM432,5.0,the best way to get around Malta,2017-07-01
kenrockape4241,kenrockape4241,5.0,Forget taxis and hire cars,2017-07-01
Tommytee1874,Tommytee1874,1.0,"Unpredictable, time consuming and lack of communication",2017-07-01
Gurjit R,Gurjit R,1.0,Public transport,2017-07-01
Susan T,Susan T,5.0,GREAT PUBLIC TRANSPORT,2017-07-01
Nonny_Nontakyy,Nonny_Nontakyy,4.0,Great connection,2017-07-01
GreenKiwi0714,GreenKiwi0714,3.0,Some missing departures,2017-07-01
agrafka84,agrafka84,4.0,will take you everywhere,2017-07-01
662Carrie,662Carrie,5.0,"Efficient, cool and cheap.",2017-07-01
rmaid,rmaid,4.0,cheap way to travel around the island,2017-07-01
chchch2016,chchch2016,5.0,Explore card: 1 week travel for 21 Euros,2017-07-01
Observer2908,Observer2908,4.0,Very good value,2017-07-01
Gobbla80,Gobbla80,5.0,Great transportation!,2017-07-01
Coles8,Coles8,4.0,Easy,2017-07-01
Martie L,Martie L,4.0,Not bad at all,2017-07-01
sid13,sid13,4.0,Much inproved service,2017-07-01
stuart w,stuart w,3.0,Good bus service,2017-07-01
kht53,kht53,5.0,Bus service all over Malta and Gozo,2017-07-01
Jamie S,Jamie S,5.0,"2 euros takes you anywhere, brilliant value",2017-07-01
Cristi T,Cristi T,5.0,Very satisfied,2016-08-01
Colettemcl,Colettemcl,5.0,Good and reliable,2017-06-01
Fiona B,Fiona B,5.0,Cheap to use,2017-06-01
pauluttley,pauluttley,5.0,I Get Around!,2017-05-01
Ronda L,Ronda L,5.0,Excellent service,2017-07-01
105anuh,105anuh,4.0,Pretty good public transport,2017-07-01
Robert M,Robert M,5.0,A good deal.,2017-06-01
rorymcbride,rorymcbride,3.0,Malta Bus Review.,2017-06-01
27abbiew135,27abbiew135,3.0,Slow but the week travel card is good,2017-06-01
maltesefalcon43,maltesefalcon43,5.0,Tallinja Card - A must buy when visiting Malta,2017-06-01
compassreaders,compassreaders,5.0,Essential to get the most of your stay in Malta,2017-06-01
Welshwasp,Welshwasp,4.0,Covers most tourist destinations,2017-03-01
bluetrueball,bluetrueball,5.0,Lovely easy to use but beware,2017-06-01
PhotoColin,PhotoColin,4.0,wheelchair friendly.....ish,2017-06-01
Leza H,Leza H,5.0,Excellent bus services,2017-06-01
Smilingguest,Smilingguest,3.0,"THE GOOD, THE BAD AND THE RUDE",2017-06-01
Dimitris L,Dimitris L,4.0,Good System,2017-05-01
Sara Cz,Sara Cz,4.0,Came for a week? Purchase explore travel card!,2017-06-01
Frank Peter G,Frank Peter G,5.0,Cheap and efficient,2017-06-01
thetravellingmanUk,thetravellingmanUk,5.0,Excellent value for money,2017-06-01
vessi80,vessi80,5.0,Couldn't fault the service,2017-05-01
Andrei B,Andrei B,1.0,They have to improve it..,2017-06-01
Sandra S,Sandra S,5.0,"Great buses, great value, great everything",2017-06-01
Mark F,Mark F,4.0,Trip to Mdina,2017-06-01
josie757,josie757,5.0,Great way to travel,2017-05-01
Frabs4,Frabs4,5.0,Amazing bus service,2017-06-01
John T,John T,4.0,Excellent Way To Get Around Malta & Gozo,2017-05-01
rmandsm2017,rmandsm2017,5.0,Easiest way to travel around the country,2017-05-01
buckr0dgers,buckr0dgers,4.0,MAY 2017 VISIT,2017-05-01
Thomas V,Thomas V,4.0,Good Bus Service,2016-12-01
Badfeeling2015,Badfeeling2015,5.0,God send,2017-05-01
Paul U,Paul U,5.0,Excellent Service!,2017-05-01
dominic594,dominic594,5.0,The bestway to travel in Malta,2017-05-01
WoobyBird,WoobyBird,4.0,"Clean, cheap and usually to time",2017-05-01
Beverley I,Beverley I,5.0,Excellent value,2017-05-01
NeelyJo,NeelyJo,5.0,Invest in a Tallinja card!,2017-05-01
Carl D,Carl D,4.0,Cheap and compehensive,2017-05-01
ktctravel,ktctravel,4.0,Easy to use,2017-05-01
margaret r,margaret r,5.0,Great way to get around,2017-05-01
Parkham,Parkham,4.0,Good value,2017-05-01
Aleksandar,Aleksandar,4.0,Quite good,2017-05-01
kkevvin,kkevvin,4.0,Great island coverage,2017-05-01
bookworm48London,bookworm48London,3.0,Standing room only,2017-05-01
getaway52,getaway52,5.0,Don't drive take the bus,2017-05-01
jacksAberdeen,jacksAberdeen,3.0,using malta public transport,2017-05-01
sharkadvisor,sharkadvisor,5.0,Tourist Friendly,2017-05-01
Mocroi10,Mocroi10,5.0,E1.50 for a bus ride to anywhere in Malta,2017-05-01
MusicalArt,MusicalArt,3.0,Memories your stops,2017-05-01
josianna,josianna,5.0,Really cheap !,2017-05-01
Catriona P,Catriona P,5.0,Excellent way to see Malta,2017-05-01
wineguy,wineguy,5.0,Best way to explore Malta,2017-05-01
Anne P,Anne P,5.0,Bus is the best way to explore Malta,2017-04-01
Nerik98,Nerik98,3.0,The overall experience for an expat after 2 years in Malta,2017-05-01
58travellers,58travellers,3.0,Some drivers better than others,2017-04-01
Edgewood48,Edgewood48,5.0,Superb,2017-05-01
Anthony J,Anthony J,3.0,Public transport,2017-05-01
Bulwerboy,Bulwerboy,4.0,Cheap and eliable,2017-05-01
Elitsa Y,Elitsa Y,2.0,"Poor service, you'll never know if you will be on time",2017-05-01
Polakidis T,Polakidis T,1.0,WORST public transportation service ever,2017-05-01
CanAdventure,CanAdventure,5.0,Amazing Service,2017-04-01
London_Phil01,London_Phil01,5.0,Don't hire a car - use the bus,2017-05-01
PJ1743,PJ1743,4.0,A long walk,2017-04-01
Savytraveller10,Savytraveller10,5.0,Very Good!!!,2017-04-01
Beatty2528,Beatty2528,4.0,Easter 2017,2017-04-01
Max1979,Max1979,4.0,Convenient transportation,2017-04-01
ROB420,ROB420,5.0,Makes travel easy.,2017-04-01
caroline b,caroline b,5.0,bargain buy a weekly pass for 20 odd euros and go everywhere exploring the island.,2017-04-01
Thomas J,Thomas J,5.0,"Don't even think about it, get it.",2017-04-01
foliofreak,foliofreak,5.0,One euro fifty? You must be joking!,2017-04-01
Leona P,Leona P,4.0,Fab but crushing,2017-04-01
Nelson Duarte,Nelson Duarte,1.0,Service covers most parts of the island and not expensive BUT...,2017-04-01
Rick K,Rick K,4.0,Great Deal,2017-02-01
Suzanne C,Suzanne C,5.0,"Comprehensive network, efficiently run and good value",2017-04-01
sanandchris2016,sanandchris2016,3.0,Cheap and reliable,2017-04-01
lornabookworm,lornabookworm,4.0,Inexpensive buses to most parts of the island,2017-04-01
Alfred1914,Alfred1914,5.0,An outstanding public service!,2017-04-01
Barbara K,Barbara K,5.0,Excellent way to see the island!,2017-04-01
GolferDoncaster,GolferDoncaster,5.0,A very efficient and well managed company,2017-04-01
307Jocelyn,307Jocelyn,5.0,How to see Malta cheaply !!!!!,2017-04-01
Snorkel&Dive,Snorkel&Dive,2.0,"Crowded buses, against the timetable",2017-04-01
paul g,paul g,4.0,holiday visit,2017-04-01
Mmm,Mmm,4.0,Easy to use,2017-04-01
Alan Z,Alan Z,2.0,Said to be modernised - well the buses look new,2017-04-01
Travelista2001,Travelista2001,2.0,Excellent Network - Big Delays - Lazy Bus Drivers,2017-03-01
glasgowbigyin01,glasgowbigyin01,5.0,Nae Fuss on the Bus,2017-04-01
Honesty183,Honesty183,3.0,Good and Bad,2017-04-01
johnpatricia4,johnpatricia4,4.0,Mixed Feelings,2017-03-01
TheCount69,TheCount69,2.0,Cheap but rubbish,2017-04-01
Lenoair,Lenoair,1.0,We were waiting for long time. All buses were full or out of service. In the end we need to call ecabs.,2017-04-01
Jenwaite19,Jenwaite19,5.0,best value for your money,2017-04-01
globalreporterNyc,globalreporterNyc,5.0,Fabulous bus lines,2017-04-01
Kimeuk,Kimeuk,4.0,Very cheap - not always helpful with signage on bus,2017-04-01
Tom Sr. V,Tom Sr. V,5.0,Efficiency & Curtesy,2017-04-01
td2traveller,td2traveller,4.0,Good value,2017-04-01
Trevor S,Trevor S,5.0,Brillian if crowded,2017-03-01
phoenix021,phoenix021,3.0,Not the experience it once was,2017-04-01
hidayetdogan,hidayetdogan,5.0,Use Malta Public Transport,2017-03-01
Bob R,Bob R,5.0,Super easy to use,2017-03-01
A380ManchesterUK,A380ManchesterUK,4.0,"Good value, but very very busy",2017-03-01
KongHans1,KongHans1,5.0,Speedy Gonzales,2017-04-01
parking65,parking65,3.0,Be prepared for bad manners,2017-04-01
2teveG,2teveG,4.0,More efficient than here in the UK and Cheaper!,2017-04-01
g_campbell4,g_campbell4,4.0,Cheap and interesting travel.,2017-04-01
jacandstu,jacandstu,5.0,BRILLIANT,2017-03-01
AmandaSeanlauren,AmandaSeanlauren,5.0,Excellent value for money,2017-03-01
Paul H,Paul H,5.0,Reliable.,2017-03-01
Berry12Ex,Berry12Ex,4.0,Best way to travel.,2017-03-01
graham s,graham s,5.0,Public Transport Malta Bus Cards,2017-02-01
bruno123452015,bruno123452015,4.0,bus transport,2017-03-01
Christopher P,Christopher P,5.0,spring break,2017-03-01
Iain M,Iain M,5.0,Easiest way to get around,2017-03-01
Martin L,Martin L,5.0,Easy to use,2017-03-01
Stephen W,Stephen W,3.0,Hell on a price increase,2017-03-01
Keith B,Keith B,4.0,Unlimited travel with a 7-day pass,2017-03-01
aaweller3,aaweller3,5.0,Brilliant services!,2017-03-01
LVB0789,LVB0789,5.0,Took the bus everywhere,2017-01-01
wandersome,wandersome,4.0,Convenient and Reliable,2017-03-01
m4ttieh,m4ttieh,3.0,Used it only one but good and efficient,2017-03-01
Laura G,Laura G,4.0,"it's getting better, slowly, but Malta needs a Monorail!",2017-02-01
platzyVancouver,platzyVancouver,4.0,Covered all of Malta so easily.,2017-03-01
Ellie H,Ellie H,5.0,"Great value, incredible bus drivers",2017-03-01
Gerald U,Gerald U,4.0,All roads lead to Valetta,2017-03-01
AILMAN,AILMAN,4.0,rather goof connections,2017-03-01
Gillybeans64,Gillybeans64,5.0,"Reliable, cheap and easy to use",2017-03-01
Kensington76,Kensington76,3.0,Could be better,2017-03-01
Gunslinger_46,Gunslinger_46,5.0,Well worth the ride at reasonable prices,2017-03-01
WorcesterSource7,WorcesterSource7,4.0,Tallinja Card makes easy travelling,2017-03-01
Simon B,Simon B,5.0,Incredible fares and can get you everywhere,2017-03-01
June A,June A,4.0,A cost effective way of getting around the island,2017-02-01
Jon R,Jon R,3.0,Good way to get around Malta,2017-02-01
Babsstockport,Babsstockport,5.0,Cheap and cheerful,2017-03-01
Pamela B,Pamela B,4.0,Very good value.,2017-03-01
Vicky M,Vicky M,5.0,Trips out,2017-03-01
Sandy J,Sandy J,5.0,Ferries or buses both excellent,2017-02-01
codama29,codama29,1.0,Hopeless!,2017-02-01
Jill J,Jill J,4.0,Very Efficient Bus Service,2017-02-01
Ian F,Ian F,4.0,Forget all concepts of UK bus travel,2017-02-01
Pat M,Pat M,5.0,Excellent way to get around,2017-02-01
LeonCamilleri,LeonCamilleri,5.0,"Nothing extraordinary, but it is good",2017-02-01
Aggie C,Aggie C,5.0,A job for the brave,2017-02-01
gloria032,gloria032,3.0,"Frequent, readily available, inexpensive mode of travel",2017-02-01
gilloptom,gilloptom,4.0,Public transport.,2017-02-01
Tob Ken,Tob Ken,5.0,Bussses everywhere,2017-02-01
Thisisour0pinion,Thisisour0pinion,5.0,Save the hire car fees and bus it.,2017-02-01
Armands F,Armands F,5.0,"Cheap, Efficient, Well Organised.",2017-02-01
Canaldundee,Canaldundee,5.0,Grest way to explore,2017-02-01
royl708,royl708,4.0,Good way to travel.,2017-02-01
sarahcK781SR,sarahcK781SR,5.0,"Great buses, cheap and frequent.",2017-02-01
Kari_E2010,Kari_E2010,3.0,Need more buses on busy routes,2017-02-01
dunc20,dunc20,5.0,Best way to get around,2016-10-01
mazkNottingham,mazkNottingham,5.0,Don't bother with expensive 'hop on/off' buses,2017-02-01
Juicyjobi,Juicyjobi,5.0,Fantastic value,2017-02-01
Sonya R,Sonya R,5.0,Great public transport,2017-02-01
Maz403,Maz403,5.0,Apply online for longer stays,2017-01-01
Joakim B,Joakim B,3.0,"Buses come and go, but getting off is a lottery",2017-01-01
Stevie R,Stevie R,5.0,The best way to get around the Island,2017-01-01
Γιώργος Σ,Γιώργος Σ,4.0,Good way to travel in the island,2017-01-01
PamCanuck251Preston,PamCanuck251Preston,5.0,Good value,2017-01-01
Marwin P,Marwin P,3.0,Good but special,2017-01-01
fifiASF,fifiASF,5.0,excellent service,2017-01-01
Alfred W,Alfred W,5.0,A very friendly driver,2017-01-01
Frank 2510,Frank 2510,5.0,Wonderful value for money,2017-01-01
Architecture12,Architecture12,2.0,Rent a car,2017-01-01
Philip M,Philip M,4.0,The buses work!,2017-01-01
Margaret A,Margaret A,5.0,JUst a brilliant way to get around,2017-01-01
Ol R,Ol R,4.0,You need the app!,2017-01-01
Janet L,Janet L,5.0,Excellent way of getting around,2017-01-01
Lawrence H,Lawrence H,5.0,Excellent way in see the island,2017-01-01
Mary D,Mary D,5.0,We bought a ticket to Ride,2017-01-01
John Q,John Q,5.0,Every country in the world can learn from Malta,2017-01-01
Peter W,Peter W,4.0,Easy to Ride,2017-01-01
Vivalila,Vivalila,5.0,Surprisingly in time,2016-06-01
DarWend,DarWend,5.0,Great way to travel on these small crowded islands,2017-01-01
Betty,Betty,4.0,I would not be a bus driver on Malta,2016-12-01
Bigfrooj,Bigfrooj,1.0,Hire a car,2017-01-01
celtic_hart,celtic_hart,4.0,punctual and polite,2017-01-01
Kairho1,Kairho1,5.0,Easy Transportation,2016-12-01
stuart h,stuart h,5.0,excellent service,2016-12-01
Travelloverdelmundo,Travelloverdelmundo,2.0,consistently late and overcrowded,2017-01-01
paulinesolihull,paulinesolihull,5.0,Electric taxis,2016-12-01
Arthur B,Arthur B,2.0,Malta buses,2016-12-01
545medva,545medva,5.0,A lot better than years ago,2016-12-01
Nic234,Nic234,5.0,easy to use,2016-05-01
peter b,peter b,5.0,Public transport.,2017-01-01
Jane A,Jane A,3.0,Pretty good and economical bus service - pity about the officials!,2016-12-01
Anthony C,Anthony C,1.0,safety on the buses,2016-12-01
SFjoe,SFjoe,1.0,Overloaded buses that do not keep to a schedule,2016-12-01
Cankocak,Cankocak,4.0,Triy the buses and lifts: they work well.,2016-12-01
JandJFarnhamCommon,JandJFarnhamCommon,3.0,Good value,2016-12-01
Mario V,Mario V,1.0,Needs loads of improvement,2016-11-01
Dennis F,Dennis F,4.0,Easy way to enjoy Malta,2016-12-01
Mish0,Mish0,5.0,Cheap and useful,2016-01-01
Alongwalk,Alongwalk,5.0,Cheap and a great way of getting around,2016-12-01
oneeyeph,oneeyeph,5.0,Good value.,2016-11-01
AlanP00le,AlanP00le,5.0,Buses are great,2016-04-01
M_Currie,M_Currie,5.0,Best way to get around,2016-11-01
Roaming G,Roaming G,5.0,Honest driver! found and gave back my husbands wallet intact,2016-12-01
Adriana I,Adriana I,5.0,Excellent,2016-09-01
Tim_Fletcher,Tim_Fletcher,5.0,Great way to get around,2016-04-01
Harry A,Harry A,5.0,Cheap way to get around Malta.,2016-11-01
Bill B,Bill B,4.0,Very good service and reasonably priced,2016-09-01
Thomas V,Thomas V,5.0,Good Bus Service,2016-11-01
roelofv0,roelofv0,3.0,Problems with bus,2016-11-01
die_lala,die_lala,5.0,Perfect system,2016-11-01
Colonials,Colonials,4.0,Incredible Service Under very difficult circumstances,2016-09-01
Lee H,Lee H,3.0,Good service BUT !,2016-11-01
despoina_spourgiti,despoina_spourgiti,4.0,Good quality,2016-10-01
moot,moot,4.0,Bus 'stations' usually have different places for arriving and departing buses!,2016-10-01
Ric271940,Ric271940,5.0,Super service and a great way to get around,2016-11-01
June-Eric,June-Eric,5.0,The Buses In Malta.,2016-11-01
Andrea O,Andrea O,5.0,Must at Malta if you like travelling,2016-11-01
Evert F,Evert F,5.0,Touring the island,2016-11-01
Brenda O,Brenda O,4.0,excellent service,2016-11-01
Joy Sims,Joy Sims,4.0,First Rate Travel,2016-11-01
Nicola D,Nicola D,5.0,"Excellent buses, frequent service",2016-10-01
Gary C,Gary C,4.0,Easy to get around Malta without a car,2016-11-01
Bdaiow,Bdaiow,4.0,Excellent and cheap...but beware Gozo link!,2016-11-01
Marion O,Marion O,4.0,cheap and reliable,2016-10-01
molarnator,molarnator,5.0,Travel for now't,2016-10-01
Roxanne96,Roxanne96,3.0,Not so good..,2016-02-01
Lindy J,Lindy J,5.0,recommended,2016-09-01
Athina A,Athina A,2.0,Trip to Malta,2016-10-01
mickeyfinnSomerset,mickeyfinnSomerset,5.0,Fantastic Way to Travel,2016-10-01
MaxRemy,MaxRemy,2.0,The old uses were so much better,2016-10-01
vanessa j,vanessa j,5.0,Great idea and can be shared by a couple,2016-10-01
tramman2016,tramman2016,5.0,great value.,2016-10-01
yewtrees,yewtrees,3.0,Timetables! Beware,2016-10-01
Helena S,Helena S,5.0,7 days without a worry where to park a car,2016-10-01
damian_cilia,damian_cilia,5.0,Good idea.,2016-02-01
zuv,zuv,2.0,Not respected schedule,2016-06-01
chrishE4880PM,chrishE4880PM,5.0,Buy the bargain explore card if your not renting a car,2016-10-01
David J M,David J M,5.0,Good value for money,2016-10-01
andy w,andy w,4.0,Cheap and efficient. Bus terminal right next to city gates.,2016-10-01
C0rnish_Maid,C0rnish_Maid,2.0,"Aspirational timetables, driver shortages and traffic chaos",2016-10-01
Karen M,Karen M,4.0,Nice travel to/from Valetta,2016-10-01
Peter p,Peter p,5.0,Enjoy the bus,2016-10-01
Mike P,Mike P,3.0,Timetables are a work of fiction on most days.,2016-10-01
JAN,JAN,4.0,New buses are great.,2016-10-01
Anne M,Anne M,5.0,Excellent service,2016-10-01
tonyw383,tonyw383,5.0,Great way to get about.,2016-10-01
sunshine123Essex,sunshine123Essex,4.0,7 day ticket very good value,2016-10-01
holidaymanWashington,holidaymanWashington,4.0,Good transport system.,2016-10-01
Michelle D,Michelle D,5.0,7 day bus pass,2016-10-01
ChrisF1322CD,ChrisF1322CD,5.0,Great value for money,2016-10-01
Iain&Lorraine,Iain&Lorraine,4.0,Bus travel around Malta,2016-10-01
WriteAllAlong,WriteAllAlong,4.0,"Excellent, Air-Conditioned And Cheap - But Read The Timetables!",2016-10-01
NBrisUK,NBrisUK,1.0,Terrible Driver Today,2016-10-01
Colin C,Colin C,5.0,excellent way to get around the island,2016-10-01
larissabuciu,larissabuciu,5.0,Best thing!,2016-10-01
Venetia60,Venetia60,3.0,Hit and miss,2016-10-01
lucy4414,lucy4414,4.0,Lots of buses - but crowded at times,2016-10-01
RobertEaston,RobertEaston,5.0,"Goes everywhere, on time and cheap.",2016-09-01
Shazzer,Shazzer,5.0,a geat way to see malta,2016-10-01
pafpafpaf0811,pafpafpaf0811,5.0,A bargain,2016-09-01
MMSTREKKER,MMSTREKKER,4.0,Excellent way to get around Malta,2016-09-01
frankie1037,frankie1037,4.0,Cheap and efficient,2016-10-01
roaming_kiwi58,roaming_kiwi58,4.0,Extensive system,2016-09-01
odysseygrl,odysseygrl,5.0,great system,2016-10-01
Two-Bunnies2,Two-Bunnies2,5.0,Only used once.....,2016-09-01
brianhedley,brianhedley,5.0,Buses galore,2016-09-01
sammyshai,sammyshai,5.0,Great way to get around,2016-09-01
GertC500,GertC500,4.0,everywhere you want to go,2016-09-01
Hirsty49,Hirsty49,2.0,Robbed and involved in accident,2016-09-01
Odd Lennart Lien,Odd Lennart Lien,5.0,excellent,2016-08-01
kenc9876,kenc9876,5.0,Great service,2016-09-01
Bernard S,Bernard S,5.0,Two euro bargain!,2016-09-01
Rick61,Rick61,5.0,Excellent network of cheap buses,2016-09-01
Waiyee,Waiyee,5.0,Malta Public Bus Transport,2016-09-01
lesley d,lesley d,5.0,Essential,2016-09-01
AlexCasha,AlexCasha,3.0,cheap travel,2016-08-01
Sprost1,Sprost1,5.0,Great service,2016-09-01
Nosliwoj,Nosliwoj,5.0,Cheap easy and convenient,2016-09-01
Leslie M,Leslie M,5.0,Wonderful transit service,2016-08-01
Peter Y,Peter Y,4.0,You must try this,2016-09-01
thisissill,thisissill,4.0,21 Euro weekly card good value,2016-09-01
agsymon,agsymon,3.0,Decent value bus cards,2016-09-01
Krbond,Krbond,4.0,Easy to use and well worth the money,2016-09-01
kgkjgkjg,kgkjgkjg,4.0,generally reliable,2016-08-01
ANGIEB,ANGIEB,4.0,Watch out for last bus times,2016-09-01
AVP_27,AVP_27,5.0,Excellent Public Transport,2016-09-01
Pete M,Pete M,5.0,Easy & Saves Money!,2016-08-01
Alex570,Alex570,4.0,Good choise,2016-09-01
Angelika,Angelika,4.0,Very Busy,2016-08-01
Lloyd S,Lloyd S,3.0,Very convenient.,2016-08-01
Tony V,Tony V,2.0,Bus service needs help (to say the least),2016-08-01
Woodville_Wanderers,Woodville_Wanderers,4.0,Good but very busy,2016-08-01
mai-ana h,mai-ana h,5.0,Fantastic way to see the island,2016-08-01
Helen R P,Helen R P,5.0,Great bus service,2016-08-01
Domagoj T,Domagoj T,5.0,"Frequent, cheap",2016-08-01
Bob S,Bob S,4.0,An inepensive way of travelling in Malta,2016-08-01
Footstepper08,Footstepper08,4.0,No need for a hire car,2016-05-01
