Reviewer,Contributions,Score,Review Text,Date
Swisshen,Swisshen,4.0,Easy and Quick Way to get around Paris,2017-05-01
znapper,znapper,1.0,Fined with a valid ticket. Metro founded trough tourist robbery?,2017-05-01
belleretraite,belleretraite,5.0,A real money saver !,2017-03-01
Travelcooking,Travelcooking,3.0,Getting lost!,2017-05-01
Trevor W,Trevor W,1.0,The most unhelpful staff and bullying inspectors,2017-05-01
whskyman,whskyman,4.0,Ideal way to get around Paris,2017-05-01
Scott B,Scott B,4.0,Very Clean and the best way to get around Paris,2017-04-01
Albywon,Albywon,5.0,Buy a multi pack,2017-05-01
shah22 .,shah22 .,3.0,Complicated,2017-05-01
TinaQ,TinaQ,3.0,Better than I remember but still could use some improvements,2017-04-01
Clive R,Clive R,5.0,Wife birthday,2017-05-01
NomadicMike499670,NomadicMike499670,1.0,Very easy to lose your wallet -pickpockets abound,2017-05-01
Grumpyone88,Grumpyone88,5.0,So easy!!,2017-05-01
Annie_M1975,Annie_M1975,2.0,Schemiing!,2017-04-01
SteveCAFC63,SteveCAFC63,3.0,Should be better for a major city,2017-05-01
Sandeep R,Sandeep R,5.0,The best metro service,2017-05-01
TheSecretVagabond,TheSecretVagabond,2.0,We somehow missed the clean trains,2017-04-01
Jill R,Jill R,3.0,Gross!,2017-04-01
ljaidar,ljaidar,4.0,Very easy to travel everywhere!!,2017-04-01
Cedeelia,Cedeelia,5.0,Great Form Of Travel,2017-01-01
Lottelli,Lottelli,4.0,Easy to get around,2017-04-01
Ian D,Ian D,5.0,Great,2017-04-01
Zlatka L,Zlatka L,5.0,Simple and great,2017-04-01
Fred T,Fred T,3.0,Getting between train stations in downtown is a maze,2017-04-01
Rick C,Rick C,4.0,Easy and convienent,2017-04-01
Megan B,Megan B,4.0,Boston could learn a thing or two from those who run the Metro,2017-04-01
Rush401,Rush401,5.0,Travel daily,2017-04-01
Claire H,Claire H,3.0,Makes London Underground appear spacious,2017-04-01
Phil c,Phil c,5.0,Easy to use and an inexpensive way of getting around the city,2017-03-01
JackofPBFL,JackofPBFL,4.0,Great way to get around Paris,2017-04-01
WiltshireWanderer12,WiltshireWanderer12,5.0,"Efficient, cheap but be very wary.",2017-04-01
iceman_icestreet,iceman_icestreet,4.0,Fast and efficient,2017-04-01
Michelle R,Michelle R,4.0,Easy and efficient,2017-04-01
Neighbor i,Neighbor i,3.0,"Efficient, but BEWARE!",2017-04-01
Michael S,Michael S,5.0,As easy as the london underground,2017-04-01
vikskio,vikskio,1.0,make sure you know where to go as no help available.,2016-11-01
Tom I,Tom I,5.0,The best way to navigate the city!,2017-04-01
blueskies15-10,blueskies15-10,4.0,Metro Paris 4/2017,2017-04-01
Sarah M,Sarah M,5.0,"€3.30 for zone 1,2 all day pass",2017-04-01
joujou_9,joujou_9,5.0,Transportation,2017-04-01
Wandering_Hippy_Me,Wandering_Hippy_Me,4.0,Ask for a Navigo Decouverte for a cheap ticket,2017-04-01
Ray P,Ray P,5.0,Smart & Reliable,2017-04-01
Gregg C,Gregg C,5.0,Easy to Use,2017-04-01
Adam M,Adam M,4.0,"Easy, fast, and logical.",2017-03-01
SharonB2,SharonB2,4.0,Great to get around - but beware of pickpockets,2017-03-01
sandracraigdylan,sandracraigdylan,2.0,Eeks,2017-04-01
TrueCapeCodder,TrueCapeCodder,5.0,Efficient public transportation system,2017-03-01
tropical_art,tropical_art,4.0,"If you buy a single-ride ticket, keep it until you exit the Metro",2017-03-01
o_DaveyMG_o,o_DaveyMG_o,3.0,Pickpockets very smart,2017-03-01
Emin1234567,Emin1234567,3.0,Carnet,2017-03-01
phd2,phd2,5.0,A Few tips to Using the Paris Metro,2017-03-01
catherine c,catherine c,5.0,"Reliable, frequent,",2017-02-01
VerAgu23,VerAgu23,5.0,Awesome,2017-02-01
mwp2930,mwp2930,4.0,Day passes seem to be the way to go,2017-03-01
Nilushika M,Nilushika M,4.0,Beware of Pick pockets!!,2017-03-01
Thomas V,Thomas V,5.0,World Class,2016-11-01
trevor494,trevor494,4.0,A most impressive boring place!,2017-03-01
Richard M,Richard M,4.0,Penalty Fare,2017-03-01
TravelbugA350,TravelbugA350,3.0,Ummm...,2016-05-01
Alexandra//Polido,Alexandra//Polido,3.0,Attention to pickpockets,2017-02-01
G. M,G. M,4.0,3 day pass,2017-02-01
BarbieMegaTraveller,BarbieMegaTraveller,4.0,"Easy, simple, frequent & fast",2016-12-01
HKLUSA,HKLUSA,5.0,One of the Best,2017-02-01
Dutch-Mikey,Dutch-Mikey,4.0,"When it works, it's the only way to get around Paris",2017-02-01
Eva S,Eva S,3.0,Good way of transport...,2016-11-01
mike080381,mike080381,5.0,"Fantastic public transport system, far cheaper with a Navigo card.",2017-01-01
Jonathan,Jonathan,5.0,Good,2017-02-01
pepe s,pepe s,5.0,"An awesome metro system, the only thing you'll need to get around Paris",2016-07-01
Gints K,Gints K,4.0,does the job:),2017-02-01
TheShis,TheShis,4.0,A good Metro system.,2016-07-01
Anthony B,Anthony B,4.0,Easy to use & cheap,2017-02-01
debbiekempster,debbiekempster,4.0,Easy to use,2017-02-01
Arrison1981,Arrison1981,2.0,Easy to use but never felt that safe,2017-02-01
Dave M,Dave M,4.0,Great value for money,2017-01-01
BBear99,BBear99,2.0,Not the best example of a metro system,2017-01-01
reeceyb,reeceyb,5.0,Great Service EASY,2017-01-01
Tom C,Tom C,3.0,Convenient but travel after/before rush hours,2017-01-01
Rosie E,Rosie E,1.0,Unsafe and Unorganised,2017-01-01
Shawna H,Shawna H,2.0,Totally Lost,2016-09-01
Miha P,Miha P,4.0,Metro is main circulation in Paris,2016-10-01
PE151,PE151,4.0,"Nice transportation system, but be careful!!",2016-07-01
PierreMalmaison,PierreMalmaison,4.0,Efficient,2016-10-01
Manuela L,Manuela L,5.0,Metro de Paris,2016-02-01
Nikhils18888,Nikhils18888,1.0,Pathetic experience,2016-02-01
Shrenik Ajmera,Shrenik Ajmera,5.0,One of the best ways to roam around in Paris,2016-11-01
Greg K,Greg K,5.0,Excellence in public transportation,2016-12-01
Michelle D,Michelle D,5.0,wish every metro would be like this,2017-01-01
Swapy,Swapy,5.0,THE BEST,2017-01-01
Roxanne M,Roxanne M,5.0,Metro east to use,2016-10-01
SarmishthaSengupta,SarmishthaSengupta,5.0,One of the best,2016-07-01
Megan,Megan,5.0,"So easy, quick, and efficient",2016-03-01
JAYDenver,JAYDenver,5.0,Easy and Quick!,2016-11-01
schererd,schererd,3.0,Easy way to get around,2016-12-01
sandra g,sandra g,4.0,A bit to get your head around!,2017-01-01
Tim S,Tim S,5.0,a great metro system,2016-12-01
Tobias S,Tobias S,4.0,How to travel in Paris,2016-12-01
jaybeeFL,jaybeeFL,2.0,Beware Pickpockets,2016-06-01
Boowicked,Boowicked,4.0,Good transportation system to get around Paris and beyond,2016-01-01
wanderlustjulez,wanderlustjulez,3.0,Complicated but not impossible,2016-12-01
drmader,drmader,3.0,You must go to louvre revolution station,2016-12-01
Theo,Theo,4.0,Guide for getting a Navigo Decouverte,2016-12-01
Pradeep H,Pradeep H,5.0,Way cheaper than the London tube and very convenient,2016-01-01
Tony W,Tony W,5.0,Brilliant easy to use transport system,2016-12-01
C16VEH,C16VEH,4.0,quick and easy way around and across Paris,2016-12-01
Hazwan,Hazwan,5.0,Easiest way to get around Paris,2016-11-01
Andyt1961,Andyt1961,2.0,Day trip to Paris,2016-12-01
kentish12016,kentish12016,4.0,Beware pickpockets targeting English speaking tourists,2016-12-01
de la Floride,de la Floride,1.0,ZERO stars,2016-12-01
JohnM_Bathurst,JohnM_Bathurst,2.0,"So Confusing, But Convenient When You Figure It Out",2016-11-01
RICHARD N,RICHARD N,4.0,PARIS METRO PLUS,2016-02-01
Midz15,Midz15,5.0,Best way to discover Paris,2016-09-01
pbirdie3,pbirdie3,4.0,"Safe, efficient if you use your head",2016-11-01
Gxgerry,Gxgerry,4.0,Clean and reliable but keep your wallet etc out of sight!!,2016-11-01
JoCouz,JoCouz,4.0,The ONLY way to visit Paris,2016-11-01
Lourdes D,Lourdes D,4.0,Cost-effective and convenient,2016-10-01
Heldonearth,Heldonearth,3.0,Great service but you need your wits about you,2016-11-01
Mr_Nobody_1979,Mr_Nobody_1979,4.0,The best way to move around,2016-11-01
Sara P,Sara P,5.0,line 1 is very good,2016-10-01
Ashley P,Ashley P,5.0,Transportation Paris,2016-11-01
Elmar R,Elmar R,4.0,Paris Metro,2016-09-01
John_Doe1011,John_Doe1011,5.0,Best way to commute in Paris,2016-07-01
Gabinwong,Gabinwong,4.0,Breathe the air of Paris underground,2015-11-01
wublili,wublili,5.0,Legendary metro system,2015-11-01
Marvic58,Marvic58,4.0,Get around Paris like the locals do.,2016-09-01
kindt_peter,kindt_peter,3.0,best way to get around in town (and into town from the airport),2016-10-01
Jokkepotte,Jokkepotte,5.0,Excellent way to get about,2016-09-01
Dream670762,Dream670762,4.0,Great service,2016-10-01
Grillo_ParlanteITA,Grillo_ParlanteITA,1.0,PARIS NAVIGO 5 DAYS! Remember YOUR PHOTO or you get fined!,2016-10-01
Jan P,Jan P,5.0,Girls day out,2016-10-01
Erwin R,Erwin R,4.0,Manageable and Precise,2016-09-01
Yoriko S,Yoriko S,4.0,Quick and easy,2016-10-01
Chu U,Chu U,4.0,Highly Recommended,2016-09-01
HAL511,HAL511,4.0,Vacation,2016-10-01
Roger B,Roger B,2.0,One day pass,2016-10-01
Tea68,Tea68,3.0,Best to avoid unless you're so adventurous,2015-11-01
rmcc83,rmcc83,4.0,good but....,2016-09-01
Deb-Jeff-retired,Deb-Jeff-retired,2.0,Less than clean trains with metro cop shakedown,2016-09-01
robcurtross,robcurtross,5.0,"Reasonable, fast and well marked",2016-10-01
Mariana Aguiar,Mariana Aguiar,3.0,Not so great,2016-07-01
Ira S,Ira S,5.0,One of the World's Best,2016-09-01
nickkay000,nickkay000,5.0,Buy the navigo metro pass,2016-09-01
julieanddavid16,julieanddavid16,3.0,Be very aware,2016-10-01
Art W,Art W,1.0,"Super clean , safe but .... bad experience with",2016-10-01
Ktrayner123,Ktrayner123,2.0,confusing,2016-10-01
Tom,Tom,4.0,Nice way to get around the city - I like the day pass,2016-10-01
Judith T,Judith T,4.0,Super efficient and easy to navigate. Save money with the weekly metro card,2016-05-01
Hardrocker8888,Hardrocker8888,4.0,Great Way to Get Around,2016-10-01
Richard W,Richard W,5.0,Fabulous inexpensive and Safe Mode of Transportation in Paris,2016-09-01
Tommy M,Tommy M,4.0,Best way to get around,2016-05-01
Emily Robertson H,Emily Robertson H,3.0,Adequate form of transport,2016-09-01
James W,James W,5.0,NO PROBLEMS,2016-09-01
PopeDaveThe1st,PopeDaveThe1st,5.0,World class transport system,2016-09-01
Sarah H,Sarah H,4.0,With Small Children,2016-09-01
ronkbh,ronkbh,2.0,Poor service!,2016-09-01
SamWorld,SamWorld,4.0,Clean & comfortable,2016-09-01
Blossom S,Blossom S,3.0,"Be careful, Someone stole my passport in Metro!",2016-09-01
wvillamil,wvillamil,5.0,The best way to get around paris,2016-09-01
annette632015,annette632015,4.0,Easy and effective means of getting around,2016-09-01
TLaizure,TLaizure,5.0,So easy to get around,2016-09-01
Anna B,Anna B,5.0,"Fast, easy and inexpensive",2016-08-01
CPaM68,CPaM68,5.0,Absolutely a great way to get around the city.,2016-06-01
Neil J,Neil J,5.0,A Great Transport System,2016-08-01
ideal f,ideal f,3.0,"Some line doesnt look modern , easy way to go arround",2016-07-01
Varda D,Varda D,5.0,In a Hurry?.,2016-09-01
Liz R,Liz R,4.0,Something a little different enriches your experience!,2016-09-01
abbiestar,abbiestar,4.0,So easy to use,2016-07-01
Evie2011,Evie2011,4.0,PICK POCKETS ARE RUNNING WILD,2016-08-01
Lynn A,Lynn A,5.0,"Avoid traffic congestion, travel underground",2015-10-01
lfkhaled,lfkhaled,4.0,Do not discard your ticket,2016-09-01
The Lockes,The Lockes,4.0,Easy to navigate,2016-04-01
KiwiBoy66,KiwiBoy66,4.0,My first time,2016-08-01
m k,m k,2.0,An experience,2016-08-01
kimberlytierney,kimberlytierney,5.0,Fantastic,2016-09-01
Debbie S,Debbie S,5.0,Great way to get around!,2016-09-01
Robert L,Robert L,5.0,Efficient,2016-09-01
Patricia D,Patricia D,5.0,Really Easy,2016-09-01
Melanie_Yeoh,Melanie_Yeoh,5.0,"Tourists, get carnet!!!",2016-06-01
enfantgate69,enfantgate69,5.0,follow the footprints....,2015-12-01
Alex V,Alex V,5.0,Good way to move in Paris,2016-08-01
Darnel-HDI,Darnel-HDI,5.0,Best Public Transport,2016-08-01
Vicki Lynn B,Vicki Lynn B,5.0,best way of getting around Paris,2016-08-01
Hassan A,Hassan A,4.0,the best way to travel,2016-08-01
Chhaya,Chhaya,5.0,BeWARE and careful,2016-05-01
NicoleTO,NicoleTO,4.0,Navigo metro pass to save money,2016-08-01
SHSPGPlat,SHSPGPlat,1.0,Pick pocket,2016-08-01
Taxidevil,Taxidevil,5.0,Stations to look out for,2016-08-01
okiav,okiav,5.0,Irreplaceable on a visit to Paris,2016-08-01
Marc B,Marc B,5.0,None better,2016-08-01
billmoll,billmoll,5.0,It's the only way to get around,2016-08-01
Mohammed M,Mohammed M,3.0,not the best trains,2016-05-01
Karen M,Karen M,1.0,Watch out there are lots of thieves about,2016-08-01
scottishsweets,scottishsweets,1.0,PARIS metro,2016-08-01
Lorraine D,Lorraine D,5.0,Fabulous,2016-08-01
rogerjm,rogerjm,5.0,Efficient and good service,2016-08-01
ManuelEGarcia,ManuelEGarcia,4.0,Very organized!,2016-08-01
ankurg112,ankurg112,5.0,NextStop paris app is must to have,2016-08-01
mollydog54,mollydog54,1.0,Pickpockets!,2016-07-01
raykak,raykak,2.0,Fines!!,2016-08-01
Gaby E,Gaby E,4.0,Solo mom underground in Paris,2016-06-01
Callum R,Callum R,5.0,Do as the French do,2016-07-01
pokerman,pokerman,3.0,Taken advantage of by Paris Metro Police,2016-07-01
Mark S,Mark S,5.0,Used one day passes to go everywhere! Awesome!,2016-08-01
Kinley M,Kinley M,4.0,Pickpockets and metro police!!,2016-07-01
Philip C,Philip C,5.0,Easy to navigate,2016-08-01
Chiguy064,Chiguy064,5.0,Frequent and went everywhere we needed,2016-07-01
M&JR,M&JR,4.0,The Metro:the best way to get around,2016-03-01
Westwingsr,Westwingsr,5.0,Amazing System - Try Navigo Decouverte Pass,2016-07-01
nbend1,nbend1,4.0,Couldn't have done the vacation without it,2016-07-01
piyush b,piyush b,5.0,best,2015-08-01
tek_rice,tek_rice,4.0,Very useful and somewhat clean,2016-07-01
Lauren,Lauren,5.0,Excellent,2016-07-01
Grumpybrother,Grumpybrother,5.0,Very simple and easy way to get around,2016-07-01
Charming_Karl,Charming_Karl,4.0,"Convenient and works well, but too many steps!",2016-07-01
Kim B,Kim B,1.0,"Dirty, dark, scary.",2016-07-01
Richard F,Richard F,3.0,Cheap and easy to navigate but lots of stairs,2016-07-01
Ciaran M,Ciaran M,5.0,Cheap and highly efficient,2015-12-01
harveyhols2019,harveyhols2019,4.0,Going Underground!,2016-07-01
WeLike2Play,WeLike2Play,2.0,Metro will save you money until you are robbed,2016-07-01
Lovelife,Lovelife,5.0,The metro,2016-06-01
bleec0m,bleec0m,5.0,Great system but Uber became my preferred method of travel,2016-07-01
DonSchilling,DonSchilling,4.0,Great way to travel in the city of Paris,2016-07-01
getreeeeeal,getreeeeeal,4.0,Quick trips for a family of 4,2016-07-01
Timothy O,Timothy O,5.0,Best way to get around,2016-07-01
Val096,Val096,3.0,Beware scam at metro station where staff appear to be part of con .,2016-07-01
Clint M,Clint M,3.0,"Cheap, Timely, Accessible",2016-07-01
Jean Anne R,Jean Anne R,3.0,From Charles de Gaulle into Gare Du Lyon/Gare du Lyon to Champs Elysees,2016-07-01
Jeff R,Jeff R,2.0,"In hindsight, walk or Uber",2016-06-01
ONEALLK,ONEALLK,5.0,The trains were on time and not crowded -- loved it!,2016-03-01
Diane D,Diane D,3.0,Not very wheelchair accessible,2016-07-01
Adrian B,Adrian B,5.0,Excellent way to easily get around Paris,2016-07-01
Donnax D,Donnax D,5.0,Brilliant,2016-07-01
Darlene K,Darlene K,4.0,Easy transport,2016-06-01
Haim Z,Haim Z,5.0,Public Transportation,2015-08-01
Janetbmichels,Janetbmichels,5.0,Great way to get around but KEEP YOUR TICKET until you exit!!!!!,2016-07-01
VSattui1232,VSattui1232,4.0,Convenient but not always user friendly,2016-06-01
Ludwig Mallia,Ludwig Mallia,4.0,Efficient and Easy to Navigate,2016-06-01
FTMDave,FTMDave,5.0,"Excellent, efficient & cheap metro system",2016-07-01
Joseph T,Joseph T,1.0,Very unsafe,2016-07-01
Julie H,Julie H,4.0,"If I can help one person with my story, it was worth the loss",2016-06-01
Picky Consumer,Picky Consumer,1.0,Filty Paris metro warrants cab usage,2016-06-01
Richard C,Richard C,3.0,Thieves and poor signage,2016-07-01
Cathe G,Cathe G,5.0,simples !,2016-06-01
Steven W,Steven W,5.0,Easy to Navigate,2016-06-01
R H,R H,3.0,Don't be intimidated,2016-06-01
Themasterfixer,Themasterfixer,4.0,Easy to navigate,2016-06-01
tblade,tblade,5.0,a great way to get around paris,2016-06-01
bareynolds3,bareynolds3,5.0,Very Efficient In Many Ways Dealing With Pickpockets,2016-06-01
Leo S,Leo S,4.0,Great way to get around Paris economically,2016-06-01
joma2829,joma2829,1.0,Robbed by Paris Metro agents,2016-03-01
Sanjib B,Sanjib B,3.0,Riding the Paris Metro,2015-11-01
Visit5454,Visit5454,1.0,Designed to target tourists,2016-06-01
Colin M,Colin M,4.0,Good system,2016-06-01
wendymurcia87,wendymurcia87,1.0,Garbage everywhere!!!!!,2016-06-01
bscotthome,bscotthome,1.0,User beware,2016-06-01
Bchaplin852,Bchaplin852,4.0,Great system not so great people,2015-12-01
MichelleJordan,MichelleJordan,4.0,Multi day pass is the way to travel!,2016-05-01
Martinawake,Martinawake,5.0,It is great.,2016-06-01
T H,T H,4.0,Efficient Travel Alternative,2016-05-01
jillianv85,jillianv85,3.0,There were feces on the metro...,2016-01-01
Cynthia D,Cynthia D,5.0,Only Way to See Paris,2016-06-01
bfam123,bfam123,5.0,"Super Easy, Super Convenient!",2016-05-01
diesellocomotive,diesellocomotive,3.0,Watch out to get the right tickets from the ticket vending machines,2016-05-01
hbrohl,hbrohl,4.0,Get to know the Metro System.,2016-05-01
ErinB888yyy,ErinB888yyy,5.0,Efficient but vicious gates,2016-05-01
mfnoble,mfnoble,5.0,"Easy, fast and comfortable way to get around Paris",2016-06-01
Arvaldo S,Arvaldo S,4.0,The best way to go around Paris,2015-09-01
Aaron D,Aaron D,3.0,Old as you can imagine,2016-05-01
Blair1Down,Blair1Down,4.0,Get a day ticket,2016-05-01
Tina N,Tina N,4.0,Best way to get around Paris,2015-08-01
canadian-eh777,canadian-eh777,4.0,Extensive network,2016-05-01
michelmontreux,michelmontreux,1.0,Racket!,2016-05-01
ASarkarM,ASarkarM,4.0,"Convenient, Easy and Very Useful!",2016-05-01
S M,S M,4.0,A great way to get around Paris quickly,2016-05-01
ALASKANFLY,ALASKANFLY,4.0,It's Public Transportation Already,2016-04-01
SHQuaker90,SHQuaker90,1.0,Guard Yourself At The Gare Du Nord,2016-04-01
MLK,MLK,1.0,Hate it,2016-03-01
Mali,Mali,4.0,Super Convenient,2016-05-01
Cleophus,Cleophus,5.0,Glorious!,2015-06-01
DerAlteBach,DerAlteBach,5.0,"Cheap, well sign-posted, almost no waiting",2016-05-01
traveler232323,traveler232323,5.0,Paris Navigo,2016-05-01
Gem_W1,Gem_W1,4.0,Cheap but confusing!,2016-05-01
Alejandro K,Alejandro K,4.0,"Visit Paris by Metro (You need this app, by the way is free...)",2016-05-01
Walter F,Walter F,5.0,Always been good,2016-05-01
Pablo F,Pablo F,3.0,Best way to get around Paris but…,2016-02-01
William M,William M,5.0,Meet Paris!,2016-04-01
Simone W,Simone W,4.0,Metro Pass well worth it!,2016-04-01
Pabasari W,Pabasari W,4.0,"Well organized transportation, Beware of pickpockets!",2016-04-01
Deb G,Deb G,4.0,Subway police scam,2016-04-01
Lyubov D,Lyubov D,1.0,"Dirty, unsafe",2015-08-01
collongeois,collongeois,4.0,Convenient but beware pickpockets !!,2016-04-01
alwaysawayFlorida,alwaysawayFlorida,4.0,Top Rate Transportation,2016-04-01
drrbooher,drrbooher,5.0,Best Way to Navigate Paris,2016-03-01
aspasiabissas,aspasiabissas,2.0,Be aware,2016-04-01
Elise G,Elise G,4.0,The best way to get sound Paris...,2016-04-01
Daniel,Daniel,5.0,Brilliant way to zip around Paris!,2015-12-01
PPata,PPata,3.0,Quite intmidating,2015-12-01
Fi Shep,Fi Shep,5.0,Get the RATP app !!,2016-04-01
wittonlaneb6,wittonlaneb6,4.0,Easy to navigate,2016-04-01
A Six Family,A Six Family,3.0,Tolerable,2016-04-01
Reggy786,Reggy786,1.0,Disappointment,2016-04-01
Matthew J,Matthew J,3.0,It's busy!,2015-07-01
Carlo V,Carlo V,4.0,Must see,2016-04-01
LynneDDHH,LynneDDHH,5.0,Such a great transport system,2016-03-01
Wanderlust Hols,Wanderlust Hols,4.0,Only A Quick Trip On The Paris Metro,2015-08-01
hélène c,hélène c,4.0,A very practical way to visit Paris,2016-04-01
travel_the_world305,travel_the_world305,4.0,Best mode of transportation,2015-12-01
wanderwoman50,wanderwoman50,5.0,Only way to get everywhere,2016-03-01
Roxy604,Roxy604,4.0,"Excellent way to get around town, but not disability-friendly or with baby stroller",2016-03-01
Alexandra C,Alexandra C,4.0,The best mode of transport in Paris,2015-07-01
Kelly A,Kelly A,5.0,Easy way to get around,2016-04-01
Mohammed G,Mohammed G,1.0,"Dingy, with some dodgy characters. Not ideal for whellchair or Prams.",2016-03-01
Hazel B,Hazel B,4.0,top value = carnet,2016-02-01
Dan K,Dan K,5.0,Fast and convenient,2016-03-01
Dkkeeling,Dkkeeling,3.0,Avarage,2016-03-01
@JT3AZ,@JT3AZ,4.0,"Easy to Navigate, Many Stops Near Tourist Sites",2015-05-01
AnnieMac,AnnieMac,2.0,Too many stairs & old stations,2016-03-01
Tazpak,Tazpak,4.0,Very user friendly,2016-03-01
TBfromDB,TBfromDB,3.0,Efficient but dirty,2016-03-01
Steelers126,Steelers126,1.0,Bad experience...,2016-03-01
Lee G,Lee G,4.0,Paris metro,2016-02-01
christopher t,christopher t,4.0,Be very careful,2016-03-01
Stephan R,Stephan R,4.0,Runs laye,2016-03-01
Bryan H,Bryan H,5.0,A quick and inexpensive way to get to De Gaul Airport!,2016-03-01
mint225,mint225,2.0,Bad attitudes towards visitors!,2016-03-01
Karen C,Karen C,5.0,Ticket confusion,2016-03-01
BenMasai,BenMasai,3.0,ok if you're in a hurry,2015-06-01
Tracy Ed E,Tracy Ed E,5.0,Easy to get around but do your homework!,2016-02-01
Eryn Altáriel,Eryn Altáriel,3.0,Quick travel,2015-06-01
Virginia_Elizabeth,Virginia_Elizabeth,5.0,Navigo Decouverte was a savings and a convenience,2016-03-01
Mezan,Mezan,4.0,A modern efficient transport system,2016-03-01
Dawn L,Dawn L,3.0,"Dirty and dim, but no major problems",2015-10-01
Phil L,Phil L,1.0,Ripped off by Paris Metro Police,2016-03-01
AustraliaEsmarelda,AustraliaEsmarelda,5.0,The best.,2015-06-01
Rick C,Rick C,5.0,Great transportation system.,2016-02-01
Aimzhasfangz,Aimzhasfangz,4.0,"Very comprehensive, easy to use metro",2015-04-01
James D,James D,5.0,RATP - The Only Way to Get Around Paris - IF YOU HAVE THE APP!,2015-12-01
ILoveFoodComa,ILoveFoodComa,5.0,Super convenience!,2016-03-01
VarunChandak,VarunChandak,4.0,Beautiful Views When Traveling to Eiffel from International Airport,2015-08-01
catherineNewWest,catherineNewWest,5.0,best way to get around`,2016-02-01
Manuel M,Manuel M,4.0,Woderful way of transportation.,2015-07-01
Caroline D,Caroline D,4.0,Cheap and easy to get around.,2015-12-01
DomenicPapa,DomenicPapa,4.0,Efficient and Cheap,2016-01-01
Colin B,Colin B,5.0,Excellent transport system,2016-01-01
Andy M,Andy M,5.0,"Buy a visit Paris ticket for Metro, RER and buses",2016-02-01
Pete,Pete,4.0,Fantastic transport system...but not disability friendly,2016-02-01
RoamingNomad1,RoamingNomad1,4.0,Good service,2016-02-01
Jodie P,Jodie P,3.0,Best way to get around the city,2016-02-01
Borzov,Borzov,5.0,The best way to get around,2015-08-01
Verbose M,Verbose M,5.0,Fantastic way to travel.,2016-02-01
blue0609,blue0609,4.0,Convenient and Affordable,2015-07-01
Franklin L,Franklin L,4.0,Getting better all the time.,2015-06-01
OwenT,OwenT,2.0,Nightmare Signage,2016-01-01
Ulysse H,Ulysse H,5.0,Great place,2015-08-01
1billflack,1billflack,1.0,Filthy and not disabled friendly,2015-05-01
harpl007,harpl007,5.0,50th birthday weekend,2016-01-01
nikos a,nikos a,2.0,Only if necessary,2016-01-01
DartonProf,DartonProf,5.0,great transportation but lousy customer service,2015-12-01
Rich30350,Rich30350,5.0,GREAT TRANSPORTATION SYSTEM,2016-01-01
Paul C,Paul C,4.0,Accesible,2015-12-01
trip_seeker_17,trip_seeker_17,4.0,Efficient and easy to navigate.,2016-01-01
frangipani1962,frangipani1962,4.0,Great except for no lifts.,2015-08-01
ARuem,ARuem,5.0,Excellent way to get around in Paris,2016-01-01
Mike K,Mike K,4.0,Gettin there,2015-10-01
ffsmate,ffsmate,4.0,"Very convenient and frequent yet can be dirty, crowded and watch your possessions.",2015-12-01
Rumples,Rumples,4.0,Pluses and Minuses,2015-12-01
Ivan S,Ivan S,5.0,Go everywhere,2015-03-01
Katrina D,Katrina D,4.0,We had no problems on the Paris Metro!,2015-12-01
Jacqueline B,Jacqueline B,4.0,Easy to Use Even if You Don't Speak French,2015-12-01
adu87,adu87,5.0,Fast and Best,2015-11-01
MaireOD,MaireOD,5.0,Thanks for the Memories Paris Metro,2015-12-01
Darya R,Darya R,3.0,Best way to travel in Paris,2015-02-01
Eeyore,Eeyore,4.0,Getting place to place quickly,2015-12-01
Tan8888,Tan8888,4.0,Efficient and Reliable,2015-11-01
michaelmartman,michaelmartman,5.0,Impressive Transportation System,2015-07-01
cindyp1211,cindyp1211,5.0,so easy to get around using,2015-12-01
Ryan6969,Ryan6969,4.0,Easy when you know how,2015-05-01
Taxidevil,Taxidevil,5.0,Quieter than before,2015-12-01
mydearheart,mydearheart,5.0,Well kept subway system,2015-08-01
lydiiiiwine,lydiiiiwine,5.0,Easy to use translort,2015-09-01
GringoAlto2000,GringoAlto2000,3.0,BEWARE--Subway police thugs,2015-12-01
Tricia R,Tricia R,4.0,Great way to get around.,2015-10-01
ballyga,ballyga,5.0,What an Efficient Metro for Safe Tourist Travel,2015-11-01
Poluvolos,Poluvolos,4.0,"Stations are not art objects, but Metro is usefull.",2015-04-01
mirolle,mirolle,3.0,Great way to get around but avoid if you can't manage stairs,2015-11-01
keepemflyin,keepemflyin,5.0,Convenient and user friendly system,2015-11-01
Alexandre C,Alexandre C,5.0,Amazing metro system,2015-09-01
Annie328,Annie328,4.0,A great transport system,2014-12-01
cryyzac,cryyzac,2.0,"Pickpocket heaven, lack of security !!",2015-11-01
Shirley M,Shirley M,4.0,I love the Parisian Metro!,2015-10-01
Maria G,Maria G,2.0,Cheap but not the best,2015-07-01
Kevin F,Kevin F,5.0,As Good As London Underground,2015-10-01
Pirus P,Pirus P,5.0,Great transport system,2015-10-01
goodgirlmumbai,goodgirlmumbai,3.0,Connects the breadth of the city. Cheap mode of transport,2015-10-01
Michael K,Michael K,5.0,Metro in Paris,2015-01-01
ghazaletshm,ghazaletshm,3.0,Beware of pickpocketing,2015-11-01
Joyce C,Joyce C,4.0,Convenient and Wide-ranging,2015-10-01
SirSeng,SirSeng,3.0,Well connected Line but beware of pick pockets,2015-10-01
